frame_num,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
24,5.0,[2194.2257751751495 1198.023122309875 2813.6726302997713 1810.2381619761823],[2424.47265625 1619.255859375 2596.346435546875 1701.387451171875],0.5833207368850708,MI51VSU,0.13893087712144694
26,5.0,[2194.861622064902 1204.2625975663404 2813.155347227278 1814.7577528093248],[2425.511474609375 1626.4520263671875 2598.781494140625 1708.2489013671875],0.6131479144096375,MI51VSU,0.2676330744825289
27,5.0,[2196.817443221937 1208.2149033300225 2813.733860290425 1816.5295109435942],[2421.14599609375 1626.3387451171875 2599.56689453125 1709.4569091796875],0.6093279123306274,MI51VSU,0.05928542627038191
27,3.0,[691.3609809890622 1445.800492247012 1404.5451100561013 2099.9763996149168],[918.0624389648438 1869.5701904296875 1154.2080078125 1959.16259765625],0.504813551902771,NA13MRU,0.1518101154616402
29,5.0,[2200.2249758625694 1213.6012322134764 2816.7853686769568 1822.1259818781116],[2426.16552734375 1636.02099609375 2599.716796875 1723.998779296875],0.6686509251594543,IV51VSU,0.04874615917138297
30,5.0,[2201.942941633956 1219.3558891299047 2819.8454186296026 1828.6652219816417],[2426.889404296875 1637.1014404296875 2597.40576171875 1721.106201171875],0.6464850902557373,MI51WSU,0.07183109252179835
35,5.0,[2202.2840277730784 1233.5021429469268 2825.344808057298 1850.9694233814973],[2432.156494140625 1649.56103515625 2613.7861328125 1741.2957763671875],0.6336584687232971,AU51VSU,0.13684561971227122
35,3.0,[674.224977719726 1475.4229648495761 1395.861045736791 2129.4666131827958],[912.9990234375 1892.7828369140625 1157.5447998046875 1994.5220947265625],0.5773799419403076,NA13NRU,0.4351356607222551
36,5.0,[2201.1325867855994 1244.1468323187078 2827.309907640376 1858.4148194625386],[2433.922119140625 1658.6444091796875 2615.296142578125 1748.3712158203125],0.6252005100250244,MO35YSU,0.03316864799761213
37,5.0,[2199.651028849826 1248.4994648462593 2828.762786367394 1860.6802233792291],[2434.217529296875 1658.344482421875 2615.059814453125 1748.3514404296875],0.6250914335250854,MZ51VSU,0.04617694330760682
37,3.0,[670.8262153476456 1483.0549928709383 1391.7801386119409 2135.16420720809],[903.099609375 1902.1248779296875 1156.3721923828125 2005.6160888671875],0.5602677464485168,NA13NRU,0.18664119084421218
38,3.0,[669.2003130465258 1488.621697562131 1392.4474763227013 2139.066164318625],[924.1004028320312 1911.2764892578125 1148.2674560546875 2009.4305419921875],0.6396982669830322,NA13NRU,0.18115277057034973
40,3.0,[668.4867070595726 1496.843830867574 1393.3502157931528 2146.542329104788],[900.3173217773438 1923.8775634765625 1133.605712890625 2019.758544921875],0.6199135184288025,NA13NRU,0.31105867026595957
41,5.0,[2206.7207329722223 1251.0943191237843 2846.0225621206982 1868.9942605999113],[2435.7978515625 1675.763671875 2616.232177734375 1754.9066162109375],0.6111746430397034,MV51VSU,0.1734565269387654
42,3.0,[660.3863788909595 1508.2790615428169 1387.44937361839 2151.209089090962],[882.327392578125 1927.5765380859375 1152.17138671875 2039.9146728515625],0.6096555590629578,NA13NRU,0.45974755023889335
43,3.0,[658.1813878828762 1511.197109352901 1386.0698202709466 2151.2821096663056],[882.4586791992188 1927.748291015625 1152.0616455078125 2039.771484375],0.6099720597267151,NA13NRU,0.45974755023889335
44,5.0,[2207.0810527551675 1251.9977014671351 2853.2670682364696 1876.8961100015538],[2434.406494140625 1685.257080078125 2612.552734375 1767.9822998046875],0.6663973331451416,MI51VSU,0.10941998909545095
44,3.0,[656.5110856714941 1511.9776960410081 1384.8638611892618 2151.1812257999604],[877.4296875 1923.5225830078125 1135.0654296875 2037.6068115234375],0.6376200914382935,NA13MRU,0.5144889613989113
45,3.0,[654.8167199665174 1515.560835283558 1384.7247423614451 2153.097243905918],[895.34033203125 1934.03515625 1150.44580078125 2043.9544677734375],0.6197766661643982,NA13NRU,0.1972177698480139
46,3.0,[652.6581661279465 1517.9004339002715 1382.9836675842232 2152.606213970038],[904.3511352539062 1940.736328125 1140.992919921875 2045.44482421875],0.6530438661575317,NA13MRU,0.37765128969075096
47,5.0,[2208.259286746986 1262.1780853141067 2856.155160853554 1888.747466979628],[2433.463623046875 1696.8370361328125 2621.7451171875 1785.025390625],0.6653369069099426,MT51VSU,0.051893316306281356
47,3.0,[650.7496070309392 1518.8215339876665 1382.4609144374533 2151.172056376191],[882.091796875 1945.1195068359375 1147.53466796875 2060.543212890625],0.6287829279899597,NA13MRU,0.33702548369893925
51,3.0,[648.4604784280087 1532.1952526011135 1380.5400360313733 2152.7470265964416],[871.4727172851562 1970.402099609375 1129.554931640625 2073.380615234375],0.6438191533088684,NA13NPU,0.2054795740285128
52,3.0,[645.7620396058838 1536.4298293890593 1379.9629037409454 2153.277551709121],[885.2010498046875 1974.8790283203125 1138.8665771484375 2084.52978515625],0.599873423576355,NA13NRU,0.7488696628884816
53,3.0,[645.9769979182081 1539.6492742611204 1381.3639350123244 2152.517421363177],[870.71337890625 1973.669677734375 1120.692626953125 2083.424560546875],0.6485662460327148,NA13NPU,0.28554970964060755
54,3.0,[639.6811030348033 1544.0459441044593 1379.8753541909332 2152.505415372798],[860.2695922851562 1977.109130859375 1127.8582763671875 2091.520751953125],0.6704827547073364,NA13MRU,0.22644485567647127
55,3.0,[637.6315706288103 1546.441559462737 1380.510965159755 2151.7382346872973],[860.3241577148438 1977.1964111328125 1127.708984375 2091.40283203125],0.6697274446487427,NA13MRU,0.22644485567647127
57,5.0,[2208.714223996268 1272.032768448787 2858.9674641742727 1924.0334139302968],[2449.932861328125 1727.2855224609375 2629.412841796875 1809.5364990234375],0.6549774408340454,MJ51VSU,0.05762394031765742
58,3.0,[629.980945795874 1558.274677335132 1372.9729096934 2152.495475816092],[862.688232421875 1996.0975341796875 1119.650390625 2105.647216796875],0.6561894416809082,NA13NRU,0.6209711654230335
60,3.0,[632.8344829252142 1565.51665101536 1372.9209025937696 2152.3565773855044],[885.548583984375 2017.80029296875 1094.9659423828125 2118.114501953125],0.6714748740196228,NA13NRU,0.4201098766710823
61,3.0,[633.5503567728744 1566.939978175373 1372.1750214627423 2151.5053419132246],[885.2470703125 2017.694580078125 1095.1405029296875 2118.353515625],0.6713846921920776,NA13NRU,0.37081957437157614
64,3.0,[631.3712249566374 1581.696952662031 1368.4546042571933 2151.99858039096],[838.1050415039062 2028.456298828125 1109.6097412109375 2136.27978515625],0.6662852764129639,NA13NRU,0.45556553429414764
65,3.0,[624.1527674742131 1586.4682258697337 1364.5600942705842 2151.565367874716],[844.179443359375 2030.8436279296875 1109.359130859375 2138.856689453125],0.6438283920288086,NA13NRU,0.4565050221383725
69,5.0,[2215.974551422267 1315.2695831055644 2872.8163156462506 1972.07581533366],[2455.583740234375 1768.78271484375 2636.742919921875 1850.876953125],0.6109429001808167,MT51YSU,0.06412274707224876
75,5.0,[2216.1137051012684 1331.671019638251 2870.756226523459 2001.0848261601195],[2456.46826171875 1788.9400634765625 2646.7294921875 1882.3011474609375],0.6826962828636169,CW51TSU,0.018944838987644937
83,5.0,[2217.5957548510582 1361.42758788548 2890.7802478443523 2033.6626203590577],[2464.998046875 1822.59814453125 2661.964599609375 1906.292724609375],0.6558358669281006,MT51VSU,0.09967194410854067
89,5.0,[2220.9291026753517 1372.7698057648045 2907.9323779975275 2057.6471939862536],[2470.379150390625 1839.48388671875 2668.3388671875 1935.5150146484375],0.6661289930343628,IT51VSU,0.11460978895315262
90,5.0,[2219.9604349909027 1374.6767977041577 2908.4640966768434 2061.510045271555],[2475.793701171875 1846.9149169921875 2668.92333984375 1937.1529541015625],0.6566103100776672,CT51VSU,0.12866038301854496
91,5.0,[2219.218200873186 1374.9055177882765 2908.9568789826635 2063.242641538753],[2475.72607421875 1846.8966064453125 2668.93896484375 1937.1536865234375],0.6569298505783081,CT51VSU,0.13984667745582027
99,5.0,[2227.072479648601 1403.630185015439 2931.961453626388 2093.5052953863],[2477.931396484375 1884.322998046875 2673.9501953125 1972.7838134765625],0.7028475999832153,MF51VSU,0.19669397360509192
100,5.0,[2230.810857634068 1402.5494317998296 2939.1524401496895 2095.366165342357],[2484.760009765625 1889.4090576171875 2677.72119140625 1978.057373046875],0.6897804141044617,ID51VSU,0.16209734906494702
111,5.0,[2238.851306179742 1440.4546534466106 2958.5402789074496 2135.7924197998354],[2496.21826171875 1930.658935546875 2696.89599609375 2021.1002197265625],0.679719865322113,CO51WSU,0.046320957533984505
112,6.0,[1091.5956279393959 1190.1497426374542 1704.9525984511783 1678.131720199741],[1319.4647216796875 1493.349609375 1482.8541259765625 1567.382080078125],0.3753562271595001,GY15OGJ,0.4065708256544797
115,5.0,[2238.390678891049 1451.5254595812448 2952.9635695445577 2144.584843213251],[2494.601806640625 1946.5283203125 2696.29833984375 2035.88525390625],0.6544114351272583,LO51VSU,0.17803734410219366
118,6.0,[1088.772943265471 1205.7679656404916 1713.1157583558092 1690.4723228075195],[1296.5113525390625 1499.309814453125 1469.443115234375 1579.3148193359375],0.3953953683376312,GY15OCJ,0.2541445062697385
123,6.0,[1082.0139992686622 1216.5220937444324 1706.3803395800096 1702.6154469360254],[1311.3673095703125 1511.578125 1484.187744140625 1600.36083984375],0.4280664622783661,GX15OGJ,0.18777832525028637
126,6.0,[1077.7624851403382 1227.511436846422 1695.93394356878 1712.4073967595368],[1296.505859375 1510.291259765625 1465.035400390625 1599.2010498046875],0.34442710876464844,GX15OGJ,0.21968069896840484
127,6.0,[1078.6816322372047 1229.4090462413812 1694.8052514607357 1713.5867663401925],[1296.45703125 1510.1392822265625 1465.2890625 1599.3768310546875],0.34202128648757935,GX15OGJ,0.21968069896840484
128,6.0,[1078.4375126857474 1231.5411349446654 1695.9231152676514 1715.7539625774475],[1307.4862060546875 1527.5086669921875 1476.8309326171875 1607.1412353515625],0.2850562036037445,GX15OGJ,0.22770887247353214
131,5.0,[2253.8755695648783 1501.2798668349537 2970.284976689411 2146.8391595762246],[2515.8759765625 2015.3507080078125 2722.28564453125 2110.567626953125],0.7127475738525391,MV51WSU,0.03238940087380543
131,6.0,[1073.9863643479066 1237.0070537225513 1692.0389295232385 1721.2108772571207],[1299.641357421875 1537.95263671875 1472.0128173828125 1617.3094482421875],0.3982001841068268,GX15OCJ,0.3825166304868874
134,5.0,[2259.1194598076218 1505.8704329025527 2973.098532003006 2147.0091894608395],[2515.487060546875 2026.7900390625 2725.62255859375 2124.932373046875],0.705438494682312,MV51VSU,0.279488067561556
136,6.0,[1070.4749369755295 1245.4829785677643 1695.7052016037323 1735.8500376560605],[1279.2205810546875 1545.610107421875 1475.558349609375 1632.481201171875],0.32158875465393066,GX15OGJ,0.624420425666074
140,5.0,[2267.676497505815 1530.9616569486843 2983.372904634668 2149.0323448076697],[2528.582763671875 2056.594482421875 2734.1572265625 2145.22265625],0.695349395275116,IT51VSU,0.05588849567217846
146,6.0,[1051.1545630361602 1265.520125722384 1682.198691549438 1766.024393760209],[1284.102294921875 1573.4901123046875 1466.8448486328125 1657.042236328125],0.48426759243011475,GX15OGJ,0.4319543715354216
177,6.0,[994.8886440997082 1336.4842782160379 1687.640031073069 1876.2138086519155],[1234.898681640625 1676.9033203125 1436.2576904296875 1761.6888427734375],0.5593856573104858,GX15OGJ,0.28326684852357853
179,6.0,[995.0200368200369 1341.9747268249594 1687.7935784636659 1880.4810646611309],[1231.230224609375 1688.798583984375 1429.742919921875 1766.6923828125],0.596244752407074,GX15OGJ,0.42601235272083215
180,6.0,[996.4236509785557 1344.8718513903054 1688.2155800102441 1883.3294281696308],[1229.120849609375 1686.3336181640625 1428.0784912109375 1772.7418212890625],0.5686655044555664,GX15OCJ,0.30550703883747254
181,6.0,[995.7671690197799 1349.5088896190634 1688.2517118173346 1889.198844741046],[1229.3790283203125 1685.02001953125 1428.9508056640625 1772.4052734375],0.559631884098053,GX15OGJ,0.324885275555697
185,6.0,[983.8319018896561 1362.98311761466 1686.7966735004704 1902.5288997797934],[1232.453369140625 1702.64794921875 1430.9415283203125 1795.3956298828125],0.5412967205047607,GX15OGJ,0.24435421677890373
186,6.0,[978.6093319724307 1365.3871752919658 1686.136729652241 1904.601420057632],[1226.731689453125 1702.0411376953125 1435.6435546875 1794.7767333984375],0.49531248211860657,GX15OCJ,0.34097003366884016
187,6.0,[975.7747956698763 1366.2718065331765 1686.6441418222557 1905.2424431007366],[1226.671142578125 1702.0426025390625 1435.7911376953125 1794.8807373046875],0.49733081459999084,GX15OCJ,0.34097003366884016
188,6.0,[975.0211672200023 1367.2582814950756 1688.5305525153829 1907.1284163318273],[1243.1224365234375 1714.609130859375 1436.074951171875 1802.0244140625],0.33013027906417847,GX15OGJ,0.20253114262692815
192,6.0,[966.8168553606557 1379.7118987560868 1682.3926514121463 1929.803266440704],[1217.03173828125 1726.92333984375 1433.953857421875 1813.361572265625],0.5430044531822205,GX15OGJ,0.3884725493875455
193,6.0,[966.2817738929803 1380.9170080677586 1682.023178559546 1932.6217938736245],[1217.108642578125 1727.1002197265625 1433.798583984375 1813.1656494140625],0.5422458052635193,GX15OCJ,0.12298414280029792
194,6.0,[964.6579336678853 1381.8935685471815 1681.602871725642 1936.052731373784],[1214.1148681640625 1732.4854736328125 1425.2354736328125 1814.098876953125],0.5923845767974854,GX15OGJ,0.34236641270052165
195,6.0,[964.6306220575947 1387.3329913380107 1681.3856758122201 1942.5097735253948],[1219.9627685546875 1739.176025390625 1416.7342529296875 1821.655517578125],0.5888003706932068,GX15OCJ,0.20735186358797048
206,6.0,[946.5977407482166 1425.582305356081 1673.247449066288 1988.6315745524182],[1217.3909912109375 1785.8594970703125 1411.294189453125 1856.3345947265625],0.3967466354370117,GX15OCJ,0.4296690322884993
207,1.0,[2054.3836054529993 1103.6807972939782 2561.464739333879 1548.8338250101538],[2229.390380859375 1373.7723388671875 2429.443359375 1464.5621337890625],0.3612695038318634,AP05JEO,0.3079908051792052
208,1.0,[2052.5849123911244 1106.458856215956 2560.632551274661 1550.6795409637975],[2223.8671875 1369.86083984375 2429.86669921875 1464.494140625],0.4209077060222626,AP05JEO,0.28036344536214075
213,6.0,[944.5736334923113 1447.661488447108 1670.6271863102575 2014.6952454348832],[1181.1038818359375 1794.3721923828125 1381.2242431640625 1884.89990234375],0.5385699272155762,GY15OGJ,0.33729090040296683
220,1.0,[2056.516986920831 1126.7031136397718 2564.992293569774 1574.7870462588871],[2222.854248046875 1399.9959716796875 2425.215087890625 1485.6365966796875],0.4202083647251129,AP05JEO,0.3682005292190105
221,1.0,[2057.190503264204 1129.4770246371088 2565.9854721336565 1577.1479563065934],[2217.116455078125 1401.33251953125 2432.349609375 1487.830810546875],0.3279111981391907,AF05JEQ,0.39972015999128224
224,6.0,[927.6830289516643 1482.5264389680046 1660.1082639492056 2065.255886774829],[1160.163330078125 1840.165283203125 1383.722900390625 1935.664306640625],0.5756289958953857,GX15OCJ,0.3022896087241403
227,1.0,[2055.1120745255544 1136.2386066002632 2576.487456583745 1585.1611472337172],[2232.0615234375 1416.2493896484375 2424.838623046875 1507.040771484375],0.27102890610694885,AF05JEQ,0.24550303992584463
228,6.0,[908.3376137959326 1497.7178700314776 1654.487626462104 2089.1291566246514],[1160.314208984375 1865.2012939453125 1382.5057373046875 1963.0118408203125],0.6037969589233398,GX15OGJ,0.5482805930192249
229,6.0,[905.640213935204 1498.08776091928 1656.5141870890411 2091.3160282936824],[1160.3133544921875 1865.2174072265625 1382.478515625 1962.9598388671875],0.6027975082397461,GX15OGJ,0.5482805930192249
231,1.0,[2052.639900582044 1140.2733432153907 2579.9993027145238 1593.9503971771285],[2226.4794921875 1419.859130859375 2427.220458984375 1508.227294921875],0.33236005902290344,AF05JEO,0.19763813773450645
232,1.0,[2054.212475388758 1141.1413344262915 2582.934769677325 1596.4066909764247],[2225.127197265625 1425.33251953125 2434.3125 1510.902099609375],0.4061935245990753,AF05JEO,0.27178186329463017
233,1.0,[2054.569767930904 1143.8445771851666 2583.01441801081 1600.7994636059498],[2229.464111328125 1429.0958251953125 2437.20458984375 1513.1873779296875],0.5010274052619934,AP05JEO,0.2916502357052042
236,8.0,[1146.7730215388083 1075.033904198459 1619.7016879595776 1486.6235393539523],[1301.1900634765625 1305.3326416015625 1458.4747314453125 1386.247314453125],0.3098691701889038,KH05ZZK,0.47466913559917284
237,8.0,[1145.270265836254 1075.4141823445018 1620.2198601023015 1487.3803091174152],[1299.3302001953125 1306.6754150390625 1457.0474853515625 1388.4686279296875],0.3124392330646515,KK05ZZK,0.16055357881369425
240,6.0,[884.5627670984163 1538.8856178758222 1652.0769330615408 2126.3948736962493],[1143.88525390625 1915.36083984375 1373.7030029296875 2010.56396484375],0.6247843503952026,GY15OGJ,0.17076934489809611
240,1.0,[2050.879916277037 1162.1040243441425 2586.530163613727 1621.1062516739125],[2239.34130859375 1441.1114501953125 2436.39208984375 1534.8321533203125],0.36684536933898926,AP05JEO,0.4878986351761123
241,6.0,[881.2097680803004 1539.741240769812 1651.6801096208064 2128.1326264446743],[1143.9527587890625 1915.3516845703125 1373.7081298828125 2010.6053466796875],0.6250017285346985,GY15OGJ,0.17076934489809611
241,1.0,[2049.0640819057626 1162.9199709171723 2587.1084118703666 1622.8177743775634],[2238.65283203125 1441.093017578125 2436.36279296875 1534.9617919921875],0.3744305968284607,AP05JEO,0.38827217221317323
242,1.0,[2047.8336903322838 1162.3787828135237 2587.7370910451323 1624.6745034816768],[2226.961669921875 1442.2266845703125 2421.5947265625 1534.911376953125],0.4661663770675659,AP05JEO,0.20614310745109435
243,1.0,[2045.0519132540205 1163.7890118527416 2588.35876509257 1628.8960917082504],[2237.061767578125 1447.434326171875 2419.927734375 1538.0028076171875],0.3690051734447479,AP05JEO,0.3636017788911512
246,1.0,[2042.6425891832878 1171.579261791604 2590.5956406545765 1639.1036413782817],[2241.713134765625 1465.8768310546875 2437.59423828125 1555.59521484375],0.3575608432292938,AP05JEO,0.5166121772552568
246,8.0,[1133.919675571111 1090.0110109016475 1619.3987311968176 1509.3490198051652],[1285.1663818359375 1321.3177490234375 1446.0999755859375 1408.8553466796875],0.25733304023742676,KH05ZTK,0.3936041063634215
247,1.0,[2041.3907906534994 1173.3533126790921 2590.9047479196747 1640.5904845782798],[2241.790283203125 1465.8944091796875 2437.6015625 1555.5706787109375],0.3562139570713043,AP05JEO,0.5166121772552568
247,8.0,[1133.1779941548036 1090.3271973654548 1619.579043149605 1510.4943624638142],[1285.34375 1321.2198486328125 1446.3509521484375 1408.7208251953125],0.25512415170669556,KH05ZTK,0.3936041063634215
248,1.0,[2038.9624889749605 1174.6641266695674 2590.713426647284 1642.2395435362905],[2229.6591796875 1464.943359375 2427.624755859375 1550.38916015625],0.3477192223072052,AP05JEO,0.2327517145715372
248,8.0,[1131.6730642589964 1091.2185044557757 1619.0566062295475 1512.349803977758],[1286.5806884765625 1321.9791259765625 1444.5640869140625 1408.306396484375],0.27280446887016296,XH05ZTX,0.06330075723501859
250,6.0,[860.3065914338954 1570.9825625291005 1647.1489827482296 2152.2259788522833],[1138.398681640625 1959.806396484375 1349.7254638671875 2053.740234375],0.6380483508110046,GY15OGJ,0.43567266700442675
251,1.0,[2044.8004457292495 1184.3279009765492 2594.0492143170436 1649.384325788973],[2248.656982421875 1472.9920654296875 2446.375732421875 1561.197265625],0.28720197081565857,AP05JEO,0.6251620803150237
252,6.0,[853.6738952756859 1582.5414326893883 1645.76221531289 2153.7980876690804],[1126.0147705078125 1972.78125 1338.1072998046875 2069.336669921875],0.6538506150245667,GX15OGJ,0.17257952503585114
252,1.0,[2046.8632503210451 1186.0531890379652 2595.0281471272315 1652.4108394580203],[2225.70361328125 1468.2066650390625 2446.208740234375 1560.5086669921875],0.37635675072669983,AP05JEO,0.15186918714280787
253,6.0,[852.5419490976468 1585.9056193704932 1646.0375502287998 2153.1375844839868],[1126.12109375 1972.8245849609375 1337.9276123046875 2069.1591796875],0.6532943844795227,GX15OGJ,0.17257952503585114
253,1.0,[2048.2799762972913 1186.4973730254915 2595.2858251148177 1653.7654661252836],[2225.762939453125 1468.20556640625 2446.17333984375 1560.4632568359375],0.37762340903282166,AP05JEO,0.15186918714280787
254,6.0,[850.4460370112597 1590.1812041752587 1644.6470008185092 2152.6555097895302],[1122.0799560546875 1979.41162109375 1341.265625 2071.58935546875],0.6210191249847412,GY15OGJ,0.41650640285462354
254,1.0,[2050.288695103177 1187.562591454483 2596.913525088061 1655.1803444980897],[2225.38037109375 1471.019287109375 2448.970947265625 1558.781005859375],0.49917668104171753,AP05JEO,0.24999546472119777
255,6.0,[847.9368658970391 1594.1804012932262 1642.852678999405 2151.5509072910586],[1131.7310791015625 1983.9376220703125 1337.250732421875 2077.38916015625],0.630013108253479,GY15OGJ,0.5351642717421837
255,1.0,[2050.8839427564767 1187.2595320910712 2596.7862493140997 1656.692924096216],[2225.149658203125 1476.4791259765625 2447.5244140625 1559.317138671875],0.3714315593242645,AP05JEO,0.2271258867929929
256,6.0,[845.02732019521 1598.9128529365757 1641.6100456397112 2151.2825224124135],[1108.1182861328125 1982.20751953125 1333.3634033203125 2079.5947265625],0.6071640849113464,GX15OGJ,0.35411461385842835
257,6.0,[841.089985308374 1603.996446130086 1640.4667050399146 2151.3208334238616],[1118.8223876953125 1991.39208984375 1332.8160400390625 2083.601806640625],0.6290501952171326,GX15OGJ,0.2908134393302525
257,1.0,[2051.8209958563457 1190.553141024656 2596.579220896355 1662.718664810938],[2235.8203125 1486.695556640625 2426.775390625 1561.133056640625],0.2772475779056549,AP05JEO,0.2847188317088115
258,6.0,[838.9142245633636 1606.0798636796803 1640.287783808478 2149.68600579208],[1114.5245361328125 1995.9869384765625 1339.254638671875 2089.045166015625],0.612519383430481,GX15OGJ,0.36707868017672246
259,6.0,[837.8822885645859 1607.3294571174997 1640.8066334721748 2148.2466680344646],[1114.5697021484375 1996.0394287109375 1339.13134765625 2089.09130859375],0.61313796043396,GX15OGJ,0.37882948234170244
260,6.0,[835.1956603334643 1610.0619163776053 1641.1185019047075 2147.9135743346587],[1118.4080810546875 2011.9002685546875 1322.997802734375 2099.40771484375],0.6598427891731262,GY15OGJ,0.3533889936884706
260,13.0,[2243.27802904685 1624.9925916239586 2978.3275845999196 2146.9231530345287],[2512.95703125 1986.122314453125 2728.776611328125 2085.5947265625],0.4661119282245636,LM13VCV,0.32507535578341595
260,1.0,[2050.3687792520636 1195.514947715992 2596.981785444063 1670.6058979619665],[2238.296142578125 1487.10205078125 2425.3720703125 1568.0185546875],0.2657765746116638,AP05JEO,0.25932464099631747
261,6.0,[831.7350196239425 1616.7443406547857 1639.9330981558605 2150.6961284996414],[1101.216796875 2010.551513671875 1319.6280517578125 2103.488525390625],0.652369499206543,GX15OGJ,0.16315022663014295
261,13.0,[2243.2948004233435 1628.7910146278577 2980.2652331464037 2145.4601059423157],[2511.20166015625 1987.1368408203125 2726.779052734375 2089.84130859375],0.6152047514915466,LM13VCV,0.1675975821986646
262,13.0,[2243.255683084299 1633.148733918269 2982.7370660127094 2145.553621029597],[2501.985107421875 1999.98828125 2730.295654296875 2095.39453125],0.4337485730648041,LM13VCV,0.19109775961882652
262,1.0,[2048.198352138861 1200.2117742811263 2599.2664869542077 1675.825435853101],[2235.989501953125 1493.819091796875 2426.74658203125 1572.5885009765625],0.25495457649230957,AP05JEO,0.14227506551150063
